	0
K09921	blue
C01177	blue
K03188	blue
K03589	blue
K16936	blue
K00633	blue
K00945	blue
K01586	blue
K22010	blue
C00341	green
K02232	blue
K05601	blue
C05379	blue
C06481	blue
C05775	blue
K02055	blue
C03722	blue
K10008	blue
C02463	blue
K18891	blue
C04317	blue
K01770	blue
K06908	blue
K06871	blue
C00257	yellow
K01520	blue
C22159	blue
K06879	blue
K00600	blue
C15667	blue
K03406	blue
K02446	blue
C17231	blue
C00860	blue
K08681	blue
K07484	blue
K12137	blue
C03912	blue
K03581	blue
K02778	blue
K07586	blue
K13626	blue
C06365	blue
K06183	blue
C00186	blue
K02551	blue
C06201	blue
K02493	blue
K16511	blue
K20074	blue
K04072	blue
K16926	blue
C05763	blue
C06376	blue
C20062	blue
C00620	blue
C01499	yellow
C02198	yellow
K07175	blue
C00286	green
C19880	blue
K03783	blue
K07668	blue
K02836	blue
K06199	blue
C05946	blue
K00147	blue
C00060	blue
K03739	blue
C00974	yellow
K09797	blue
K03498	blue
K09939	blue
C00931	blue
K00793	blue
K02065	blue
K07706	blue
C16273	blue
C03406	blue
K10763	blue
C02659	blue
C00189	green
K11181	blue
K18475	blue
K03629	blue
C06398	blue
K17758	blue
K01478	blue
K02081	blue
K15585	blue
C00881	green
C00445	blue
C21751	blue
C03167	blue
K05936	blue
C01242	blue
C00488	blue
K01150	blue
K01811	blue
K14170	blue
C06112	blue
K02237	blue
K03090	blue
K21993	blue
K02429	blue
K05845	blue
K00948	blue
K06897	blue
K06989	blue
C02686	blue
K06877	blue
K00962	blue
K01932	blue
C00415	blue
K02015	blue
K04486	blue
C22160	blue
K07105	blue
C14818	blue
K00641	blue
K02886	blue
C00043	blue
C00083	blue
K03771	blue
K00075	blue
C17227	blue
C00015	green
K02794	blue
K01372	blue
K01173	blue
K03763	blue
K21567	blue
K06859	blue
K06411	blue
C00327	green
C00672	blue
C00423	yellow
C03892	blue
K03546	blue
K00950	blue
K00813	blue
K05346	blue
C00309	blue
K02337	blue
K01902	blue
K02470	blue
K04518	blue
K20534	blue
K09816	blue
K20488	blue
K08307	blue
K02356	blue
C01269	blue
C01744	blue
K03632	blue
K15554	blue
C00294	blue
K02435	blue
K01749	blue
C20755	blue
C05894	blue
K02412	blue
C06575	yellow
K00820	blue
C02442	yellow
K00767	blue
K00984	blue
C14819	blue
C04851	blue
K01577	blue
C05608	yellow
K04794	blue
K03701	blue
K03892	blue
C06054	blue
C02261	yellow
K02056	blue
K01870	blue
K03475	blue
K09474	blue
K01262	blue
K07122	blue
C02537	yellow
K00002	blue
K01163	blue
K02874	blue
K02042	blue
C00282	blue
K09766	blue
C15495	blue
C03405	blue
K02346	blue
K06379	blue
C01355	blue
K01889	blue
K01996	blue
C01530	yellow
C05402	green
K12992	blue
K00133	blue
C03150	blue
C02920	yellow
C07480	yellow
K01205	blue
K02749	blue
K03924	blue
K06407	blue
K01814	blue
K03635	blue
G00092	blue
K07405	blue
C05750	blue
K03300	blue
K05786	blue
C05265	blue
K00330	blue
C06148	blue
K14155	blue
K15599	blue
K00606	blue
C16400	blue
K00800	blue
C20451	blue
K00764	blue
K16248	blue
K00557	blue
C22501	blue
K09910	blue
K17723	blue
C17715	yellow
K00986	blue
K07646	blue
C01102	blue
K03651	blue
G10555	blue
K04477	blue
C00208	blue
K01531	blue
C00356	blue
K07321	blue
C06114	blue
K06956	blue
K00528	blue
K03611	blue
K00819	blue
K00209	blue
K01788	blue
C06320	blue
K00029	blue
K03470	blue
K07397	blue
K01710	blue
C12455	blue
K02203	blue
K01808	blue
K19802	blue
C12307	yellow
K01273	blue
K06188	blue
K02421	blue
C19771	blue
K00058	blue
K01878	blue
K12213	blue
K07636	blue
K01876	blue
K02961	blue
C01230	yellow
K09768	blue
K00760	blue
K00339	blue
K03060	blue
C00615	blue
C19878	blue
K02709	blue
K05952	blue
K18014	blue
G13039	blue
K07137	blue
K01887	blue
K02669	blue
K06177	blue
K09163	blue
C15556	blue
K02654	blue
C00087	yellow
C01598	yellow
K10118	blue
C01083	blue
K08218	blue
C02356	yellow
K01706	blue
K02469	blue
C16615	blue
K10440	blue
K02564	blue
K06016	blue
C08281	yellow
K01006	blue
K03281	blue
K03439	blue
K03534	blue
K06207	blue
K08316	blue
C03287	blue
K04758	blue
C01157	yellow
C04646	blue
K03453	blue
C00071	blue
K05837	blue
K01581	blue
K01215	blue
K16053	blue
C04144	blue
K03923	blue
K04761	blue
K14588	blue
C01080	blue
K01470	blue
C00576	blue
K05879	blue
C00139	blue
K08300	blue
K18682	blue
K06403	blue
K11527	blue
K02573	blue
C21879	blue
C19723	blue
K02241	blue
C05235	blue
K04655	blue
C00332	blue
K17992	blue
C00190	blue
K15051	blue
K20373	blue
K22906	blue
K02082	blue
K02530	blue
K17234	blue
C20863	blue
C00957	blue
C03373	blue
K07023	blue
C00004	blue
C20345	blue
K10806	blue
K01424	blue
K03272	blue
K10540	blue
C00222	blue
K05337	blue
K13016	blue
K00946	blue
K07736	blue
K14086	blue
K00348	blue
K02994	blue
K03427	blue
K00865	blue
K21469	blue
C02269	blue
K01129	blue
K02380	blue
K00337	blue
C00031	green
K01787	blue
C02133	blue
C00667	blue
C04152	blue
K16898	blue
K01735	blue
K01886	blue
K03367	blue
K15372	blue
C08285	yellow
K07149	blue
C03017	yellow
K16264	blue
K02371	blue
K02124	blue
C15814	blue
K07464	blue
K14056	blue
K01761	blue
K07062	blue
C07479	blue
K05799	blue
K07793	blue
C05744	blue
K03078	blue
K06398	blue
K03786	blue
K14742	blue
C01172	blue
K21071	blue
C15783	yellow
K08281	blue
K15580	blue
K02410	blue
C03028	blue
K07258	blue
K00245	blue
K11144	blue
C02835	blue
K16323	blue
K03773	blue
K18122	blue
C00798	blue
C21387	blue
K03630	blue
C00094	blue
K03389	blue
K00656	blue
K02017	blue
K19158	blue
C05773	blue
C03175	blue
K00563	blue
K01591	blue
C05924	blue
K00127	blue
K04075	blue
C10107	yellow
K00773	blue
K02428	blue
C11133	yellow
C00030	blue
K15923	blue
C14155	yellow
C00363	green
K00930	blue
K03612	blue
K12203	blue
C09306	blue
K01785	blue
K04516	blue
C00003	blue
C21113	blue
K03046	blue
C03431	blue
K01580	blue
K07751	blue
K09930	blue
C19882	blue
K02054	blue
K17235	blue
K01534	blue
C00129	green
C00219	green
C16236	blue
K02316	blue
C02642	blue
C00390	blue
K00016	blue
K01759	blue
C02839	blue
K20904	blue
C16221	blue
C00199	blue
K18785	blue
C00354	blue
C02631	blue
C11062	blue
K03471	blue
C00685	blue
C00899	yellow
K12986	blue
K00346	blue
K00634	blue
K22373	blue
K04488	blue
C00299	green
K05592	blue
K09973	blue
K08369	blue
C05748	blue
K01579	blue
K02819	blue
C01935	blue
C00882	blue
C00794	blue
K07091	blue
K06393	blue
K01810	blue
K06894	blue
K07481	blue
K08602	blue
C02059	yellow
K00833	blue
K00647	blue
K01802	blue
K06412	blue
G13060	blue
C12739	blue
C04376	blue
C19673	blue
C03741	blue
K00661	blue
K01224	blue
K07005	blue
C16186	blue
C14099	blue
C10453	yellow
K01939	blue
K07351	blue
K10192	blue
K01737	blue
C05711	blue
K06381	blue
K02016	blue
K01443	blue
K02996	blue
K03312	blue
K07741	blue
K01989	blue
K00757	blue
G13164	blue
K14534	blue
K19225	blue
K07652	blue
K11382	blue
C00119	blue
C05686	blue
C01004	yellow
K01685	blue
K09861	blue
K21572	blue
K19508	blue
C04640	blue
K02342	blue
C09727	yellow
K00241	blue
K11145	blue
K06893	blue
C10486	yellow
C05528	blue
C05635	blue
K03841	blue
K00395	blue
K02879	blue
C05809	blue
C04752	blue
K01885	blue
C00295	blue
K19997	blue
K14055	blue
K21681	blue
K09691	blue
C20237	blue
C07086	blue
C05312	blue
K00610	blue
K10112	blue
K06187	blue
K04773	blue
K01667	blue
K15600	blue
C02232	blue
K03183	blue
K00012	blue
K09807	blue
K00554	blue
C00864	blue
K04084	blue
C00127	blue
C16348	blue
C02985	blue
K09118	blue
K12524	blue
C02876	blue
K06384	blue
K15342	blue
K02834	blue
K07443	blue
K01819	blue
K00185	blue
K00651	blue
K04028	blue
K02600	blue
C06213	yellow
C00263	yellow
K02798	blue
K09808	blue
K03585	blue
K02863	blue
K06383	blue
K14260	blue
K01677	blue
C00645	blue
C03272	blue
K01610	blue
K00001	blue
K02341	blue
K03789	blue
C06399	blue
K06168	blue
K07240	blue
C20258	blue
C00666	blue
C01120	yellow
K12339	blue
K00533	blue
C18239	blue
C20658	blue
C00671	blue
C00227	blue
C15813	blue
K03324	blue
K01914	blue
K00931	blue
C06427	green
K04069	blue
C20676	blue
K04014	blue
C11437	blue
K03705	blue
K17759	blue
K00981	blue
K02860	blue
K00105	blue
K02019	blue
K08191	blue
K09117	blue
C14151	yellow
K02835	blue
K02950	blue
K03573	blue
K05878	blue
K08311	blue
K19055	blue
K14591	blue
C03692	blue
C06613	blue
K06156	blue
K06949	blue
K00571	blue
K00859	blue
K06218	blue
C00740	yellow
K02242	blue
C04425	blue
K07221	blue
C00096	blue
C22151	blue
K02231	blue
K07490	blue
C01286	blue
C01165	blue
K01925	blue
K04748	blue
K01875	blue
K02851	blue
G00317	blue
C09900	yellow
K00003	blue
K03615	blue
K17733	blue
K01119	blue
C21386	blue
K02952	blue
K10439	blue
K13829	blue
K00912	blue
K04079	blue
K06024	blue
K13963	blue
K20490	blue
C02737	blue
C19847	blue
K02198	blue
K07124	blue
C20748	blue
K02123	blue
K05942	blue
