	0
K04796	blue
K07502	blue
C02876	blue
K02103	blue
C21214	blue
K02257	blue
K09858	blue
K05982	blue
K00027	blue
K07810	blue
C22443	blue
K09994	blue
C05703	blue
C02222	blue
K10824	blue
K06176	blue
K07082	blue
K03700	blue
K02297	blue
K02783	blue
K06206	blue
K02009	blue
K09800	blue
C00136	blue
K11745	blue
K22224	blue
C04132	blue
K02889	blue
K07533	blue
C01563	blue
C01142	blue
C05623	blue
K05812	blue
C00693	blue
K02881	blue
K02385	blue
K09775	blue
K07353	blue
C04051	blue
C00094	blue
K07254	blue
K12369	blue
K00566	blue
K01420	blue
K02387	blue
K09998	blue
K15581	blue
C16615	blue
G13166	blue
K03424	blue
C05848	blue
K08223	blue
K01372	blue
K22044	blue
K09902	blue
K01159	blue
K07107	blue
C00180	blue
K03840	blue
K17870	blue
K02314	blue
K01712	blue
K06164	blue
K00174	blue
K07273	blue
K00241	blue
K03658	blue
K00537	blue
K06952	blue
C00016	blue
K01087	blue
C01962	blue
C05758	blue
K07455	blue
K16052	blue
K02612	blue
K06183	blue
K03782	blue
K02445	blue
K01868	blue
K02527	blue
C15809	blue
K02397	blue
K12511	blue
C04640	blue
K02343	blue
K00526	blue
K09011	blue
K02082	blue
C04330	blue
C11417	blue
K02012	blue
C07481	yellow
K02778	blue
K07103	blue
C00369	blue
K00170	blue
K06284	blue
C21881	blue
K05526	blue
K01284	blue
C00259	blue
C15976	blue
C07838	blue
K03306	blue
K01875	blue
K07180	blue
K09906	blue
C03516	blue
K06207	blue
C10216	yellow
K22585	blue
C11543	blue
K02622	blue
K10038	blue
K06975	blue
C17219	blue
K15533	blue
C04442	blue
K06149	blue
K06283	blue
K21088	blue
C21991	blue
K08975	blue
K09971	blue
K13767	blue
C20375	blue
K00806	blue
K06944	blue
K03523	blue
C17401	blue
K02495	blue
C01134	blue
K15836	blue
K07034	blue
K20118	blue
K18707	blue
K01007	blue
K02029	blue
K02106	blue
K02760	blue
K03742	blue
C14145	blue
C04133	blue
K09136	blue
K00427	blue
K13638	blue
K03217	blue
K10844	blue
K09456	blue
K07351	blue
K03535	blue
K03710	blue
K03800	blue
K03124	blue
K04484	blue
K15553	blue
K02112	blue
K03429	blue
K03778	blue
K03151	blue
C00811	yellow
K02588	blue
K03313	blue
K02979	blue
K02806	blue
K00965	blue
K03761	blue
K02884	blue
K07727	blue
K03442	blue
K21132	blue
K07705	blue
C00601	blue
K09894	blue
C12127	yellow
K06145	blue
K14988	blue
C01330	blue
K01956	blue
K01581	blue
C04154	blue
K02945	blue
K02846	blue
K13926	blue
K09015	blue
K01941	blue
K03152	blue
K06373	blue
K01226	blue
K02227	blue
K14347	blue
K02255	blue
K06987	blue
C06102	blue
K03236	blue
C04327	blue
K11720	blue
C00624	blue
K13566	blue
K02051	blue
C00536	blue
C03296	blue
K06200	blue
K07054	blue
C00129	green
K12943	blue
C00299	green
C04122	blue
K03768	blue
K01703	blue
K03550	blue
K02007	blue
K21975	blue
K04044	blue
K01653	blue
K03654	blue
C00029	blue
K11717	blue
C01601	yellow
K16511	blue
K03439	blue
C00201	blue
K07244	blue
K03530	blue
C04554	blue
K06989	blue
K01912	blue
K16345	blue
K01218	blue
C05271	blue
C05265	blue
K03556	blue
K02939	blue
K13243	blue
K11069	blue
K00176	blue
K02477	blue
C15977	blue
C00887	blue
K03809	blue
G09660	blue
C19859	blue
C00366	blue
K06390	blue
K01920	blue
K02933	blue
K12267	blue
K01524	blue
K18122	blue
K01521	blue
K04333	blue
K08602	blue
K19335	blue
K00331	blue
C00454	blue
C00269	blue
C15996	blue
K07773	blue
K00351	blue
K12142	blue
K02995	blue
K00832	blue
K00762	blue
K09739	blue
K19002	blue
K02472	blue
K15771	blue
C01352	blue
C00030	blue
K18779	blue
C05698	blue
K00266	blue
C00080	blue
K06907	blue
K19775	blue
K01881	blue
K00940	blue
K09824	blue
C00008	green
K03690	blue
K15539	blue
K03599	blue
K09471	blue
C16348	blue
C16242	blue
K07126	blue
C03273	blue
K02026	blue
C18802	blue
K09018	blue
K02518	blue
K10939	blue
K09768	blue
K03919	blue
K00926	blue
K03826	blue
K10004	blue
K18214	blue
K01497	blue
K03113	blue
K22300	blue
K02517	blue
K03320	blue
C02872	blue
K04042	blue
K19510	blue
C03161	blue
K03326	blue
K00821	blue
K01433	blue
