	0
K21993	blue
C00658	yellow
C00047	green
C15857	yellow
K03519	blue
K02895	blue
C16487	yellow
K01697	blue
G00100	yellow
C15978	green
K02041	blue
C01604	yellow
G00428	yellow
C01165	green
C20251	blue
C05770	yellow
C05336	green
C21924	yellow
K02881	blue
K06962	blue
K01678	blue
K07278	blue
C01641	green
K03790	blue
C01096	blue
C22831	yellow
C06093	yellow
G00024	yellow
K03402	blue
C07838	blue
K03655	blue
C21334	green
G00019	yellow
K01633	blue
C14099	green
C21106	yellow
K02058	blue
C03012	yellow
C06123	yellow
C15518	yellow
C21937	yellow
K01775	blue
K02777	blue
K03628	blue
C00499	yellow
K01706	blue
K03503	blue
K06117	blue
K02745	blue
C21767	blue
C02921	yellow
C00003	green
K01007	blue
K03281	blue
C07335	blue
K01928	blue
K00869	blue
C05366	yellow
K03177	blue
C00446	green
C01380	yellow
K03641	blue
C02191	yellow
K01839	blue
K15585	blue
K03549	blue
C05583	yellow
C05539	blue
C15926	yellow
C18910	blue
K05995	blue
K07560	blue
K03324	blue
C00575	yellow
K02008	blue
C00323	yellow
C01780	yellow
C16405	yellow
C00671	green
K20885	blue
K18707	blue
K04096	blue
K21449	blue
K02761	blue
K03277	blue
K12308	blue
K01599	blue
K01918	blue
K10541	blue
K09759	blue
C06481	green
K22293	blue
K02034	blue
C16632	yellow
K00702	blue
C09265	yellow
K01958	blue
C11174	yellow
C00936	yellow
K08978	blue
C00310	green
G00009	yellow
C06427	green
C03242	yellow
C06054	green
K02001	blue
C11583	yellow
K15527	blue
K06165	blue
C03917	yellow
C00109	green
C22499	yellow
C21935	yellow
C08579	yellow
K08323	blue
C22502	green
G10770	yellow
K06396	blue
C05695	green
C02477	yellow
K03561	blue
G13043	yellow
C16711	yellow
K08679	blue
C19489	yellow
C00145	green
C05422	yellow
K03799	blue
K00265	blue
C15514	yellow
C13051	yellow
C15925	yellow
C00877	green
C21456	yellow
C17017	blue
K12369	blue
C16620	yellow
C04805	yellow
K13038	blue
K07027	blue
C00249	green
K06893	blue
K22901	blue
K14742	blue
G13092	yellow
C20374	green
C20562	blue
C20395	blue
C05825	blue
K09474	blue
K01218	blue
K16089	blue
C04748	yellow
K06168	blue
K00065	blue
C06398	blue
K13990	blue
C06329	yellow
K02412	blue
K07078	blue
C04037	yellow
C03892	green
K11085	blue
K06967	blue
K07271	blue
C20958	blue
K06001	blue
C00077	green
C03906	yellow
C02612	blue
K02746	blue
K08307	blue
K12339	blue
K01804	blue
C05905	yellow
K05606	blue
K07009	blue
C05653	yellow
C15811	green
K07464	blue
K06393	blue
K07402	blue
C00266	green
K03704	blue
C11854	yellow
K11529	blue
K00973	blue
K02784	blue
K07335	blue
C15809	blue
C04352	green
C14777	yellow
C11863	yellow
C00643	yellow
C13309	yellow
K09930	blue
K09765	blue
K17074	blue
K06156	blue
C03461	yellow
C20969	green
K08223	blue
C00519	green
K08191	blue
K10008	blue
K04027	blue
K04763	blue
C02266	yellow
K03785	blue
K10254	blue
K06218	blue
K02837	blue
C12134	yellow
G13087	yellow
K01153	blue
K19092	blue
C16448	yellow
K02419	blue
C00978	yellow
K02970	blue
K21071	blue
K04567	blue
C05848	green
K07240	blue
C16362	yellow
C00252	blue
K03740	blue
C21754	yellow
C02588	yellow
K00087	blue
C00162	green
K19119	blue
K21469	blue
C00475	green
K07043	blue
C01031	yellow
K03168	blue
C05775	blue
